Key,en,ko,ja
Event_Desc_30003,"Inside the ruined chapel,\nrays of light filtering through fragments of shattered <gr_RBW>stained glass</gr_RBW>\nfilled the circular pattern on the floor at its center.\n\nLike the ancient architecture of this place,\nthe pattern depicted the form of a now-forgotten religion.\nThough its meaning was unknown,\nKyla instinctively felt\nthat it might point to a belief different from her own faith.\n\nShe held her breath and stared at it for a long while.\nThe <gr_RBW>rays of light</gr_RBW> in the dust-laden air\nwere not merely lingering traces of light.\nLike the <gr_Y>last breath of a vanished god</gr_Y>,\nthe light trembled as if trying not to forget its own existence.\n\nThe object of their faith was likely the same;\nonly the direction in which they practiced it was different.\nAfter a long moment of contemplation, Kyla took action.","폐허가 된 예배당의 안쪽,\n부서진 <gr_RBW>스테인드글라스</gr_RBW> 조각들 사이로 내려는 빛줄기는,\n중심 바닥의 원형 문양 위에 빛을 채우고 있었다.\n\n문양은 이곳의 오래된 건축양식처럼,\n지금은 잊혀진 어떤 종교의 형상을 담고 있었다.\n그 문양이 의미하는 바는 알 수 없었지만,\n카일라는 직감적으로 느꼇다\n이는 어쩌면 자신의 신앙과 다른 방향의 믿음을 가르키는 것일지도 모른다는 것을.\n\n숨을 죽인 채 한참을 바라보았다.\n먼지와 섞인 공기 속의 <gr_RBW>빛 줄기</gr_RBW>는\n단순한 잔광이 아니었다.\n마치 사라진 신의 <gr_Y>마지막 숨결</gr_Y>처럼,\n그 빛은 스스로의 존재를 잊지 않으려는 듯 흔들리고 있었다.\n\n믿음의 주체는 같았을 것이다,\n그저 행하는 방향만이 달랐을 뿐.\n조금 긴 고민을 끝내고 카일라는 행동을 취했다.",廃墟となった礼拝堂の奥、\n砕けた<gr_RBW>ステンドグラス</gr_RBW>の破片の間から差し込む光が、\n中央の床に刻まれた円形の紋様を満たしていた。\n\nその紋様は、この場所の古い建築様式と同じように、\n今では忘れ去られたある宗教の姿を映していた。\nその意味はわからなかったが、\nカイラは直感的に感じていた。\nそれはもしかすると、自分の信仰とは異なる方向の信念を示しているのかもしれないと。\n\nカイラは息を潜め、しばらくその紋様を見つめた。\n埃の舞う空気の中の<gr_RBW>光の筋</gr_RBW>は、\n単なる残光ではなかった。\nまるで消え去った神の<gr_Y>最後の息吹</gr_Y>のように、\nその光は自らの存在を忘れまいとするかのように揺らめいていた。\n\n信仰の対象は同じだったのだろう。\nただ、その向かう先だけが違っていたのだ。\nしばしの長い思案の末、カイラは行動を起こした。
Event_OptionA_30003,Gather the light at her fingertips,손끝으로 빛을 모은다,指先で光を集める
Event_ResultA1_30003,"Kyla traced prayers with her fingertips,\nslowly gathering the <gr_Y>fragments of light</gr_Y>.\n\nIn that moment, a warm sensation flowed through the cold air.\nYet within that warmth was a strange tremor.\nIt was not pure sacred energy,\nbut <gr_Y>divinity</gr_Y> infused with someone's blind faith.\n\nBiting her lip, she held the light firmly in her hands.\nA faintly <gr_O>burning pattern</gr_O> pulsed on the back of her hand.\n\nIt was both a blessing,\nand a burden.","카일라는 손끝으로 기도문을 그리며,\n천천히 <gr_Y>빛의 조각</gr_Y>을 모아 올렸다.\n\n그 순간, 차가운 공기 속에 따스한 감각이 밀려들었다.\n그러나 그 온기에는 이질적인 떨림이 섞여 있었다.\n순수한 성력이 아니라,\n누군가의 맹목적인 믿음이 깃든 <gr_Y>신성</gr_Y>.\n\n그녀는 입술을 깨물며 그 빛을 끝까지 손안에 담았다.\n희미하게 <gr_O>타오르는 문양</gr_O>이 손등 위에서 맥동하고 있었다.\n\n그건 축복이자,\n짐이었다.",カイラは指先で祈りの言葉をなぞりながら、\nゆっくりと<gr_Y>光の欠片</gr_Y>を集めた。\n\nその瞬間、冷たい空気の中に温かな感覚が押し寄せた。\nしかし、その温もりには異質な震えが混ざっていた。\n純粋な聖なる力ではなく、\n誰かの盲目的な信仰が宿った<gr_Y>神性</gr_Y>。\n\n彼女は唇を噛みしめ、その光を最後まで手の中に収めた。\nかすかに<gr_O>燃え上がる紋様</gr_O>が手の甲で脈打っていた。\n\nそれは祝福であり、\n同時に重荷でもあった。
Event_ResultA2_30003,""" """,""" """,""" """
Event_OptionB_30003,Offers a prayer to let it go,기도를 올려 떠나 보낸다,祈りを捧げ、送り出す
Event_ResultB1_30003,"Kyla lowered her head and quietly brought her hands together.\n\nAs the prayer flowed from her lips,\nthe <weakshake_gr_Y>light</weakshake_gr_Y> above the pattern began to tremble subtly.\n\nAs if it had been waiting for this moment,\nthe <gr_Y>rays of light</gr_Y> slowly scattered and disappeared.\n\nIt was peaceful,\nyet there was a bittersweet sense that something had completely vanished.\n\nThere was no regret,\nfor she had acted believing it was what she was meant to do.","카일라는 고개를 숙이고 조용히 손을 모았다.\n\n기도문이 입술 사이로 흘러나가자,\n문양 위의 <weakshake_gr_Y>빛</weakshake_gr_Y>이 미세하게 떨리기 시작했다.\n\n마치 그 순간을 기다렸던 것처럼,\n<gr_Y>빛줄기</gr_Y>는 천천히 흩어지며 사라져갔다.\n\n그건 평온했지만,\n동시에 무언가가 완전히 사라졌다는 씁쓸함도 있었다.\n\n후회는 없었다,\n그것이 자신이 해야 할 일임을 믿고 행하였기 때문에.",カイラはうつむき、静かに手を合わせた。\n\n祈りの言葉が唇からこぼれると、\n模様の上の<weakshake_gr_Y>光</weakshake_gr_Y>がかすかに震え始めた。\n\nまるでその瞬間を待っていたかのように、\n<gr_Y>光の筋</gr_Y>はゆっくりと散り、消えていった。\n\nそれは穏やかだった。\n同時に、何かが完全に消え去ったというほろ苦さもあった。\n\n後悔はなかった。\nそれが自分のすべきことだと信じて、行動したのだから。
Event_ResultB2_30003,""" """,""" """,""" """
Event_Title_40001,Echoes of Battle,전투의 잔향,戦闘の残響
Event_Desc_40001,"Among the desolate mounds of earth,\na <gr_Y>half-buried flag</gr_Y> came into view.\n\nThe flagpole was broken,\nand only tattered <gr_Y>pieces of cloth</gr_Y> fluttered in the wind.\n\nWhether it had once been a symbol of victory,\nor a remnant of defeat, no one could say.\nAll that remained was a cold sense of <gr_BK>emptiness</gr_BK>.\n\nLeon quietly stared at the flag.","황량한 흙더미 속,\n<gr_Y>반쯤 묻힌 깃발</gr_Y>이 보였다.\n\n깃대는 부러져 있었고,\n바람에 찢긴 <gr_Y>천 조각<gr_Y>만이 나부끼고 있었다.\n\n승리의 상징이었을지,\n패배의 흔적이었을지는 알 수 없으나,\n그 자리에 남은 건 싸늘한 <gr_BK>공허함</gr_BK>뿐이었다.\n\n레온은 깃발을 가만히 응시했다.",荒れ果てた土の山の中に、\n<gr_Y>半ば埋もれた旗</gr_Y>が見えた。\n\n旗竿は折れており、\n風に引き裂かれた<gr_Y>布の切れ端</gr_Y>だけがはためいていた。\n\n勝利の象徴だったのか、\n敗北の痕跡だったのかはわからない。\nそこに残されていたのは、冷たい<gr_BK>虚無感</gr_BK>だけだった。\n\nレオンは静かにその旗を見つめた。
Event_OptionA_40001,Leon raises the flag,레온이 깃발을 세운다,レオンが旗を立てる
Event_ResultA1_40001,"Leon forcibly raised the broken flagpole.\nThe <wave_gr_Y>flag</wave_gr_Y> swayed precariously as it leaned to one side,\nbut the <gr_Y>resolve</gr_Y> of the one who had once carried it must have remained unbroken.\nThough the flag was torn,\nit once again fluttered high in the wind.\n\nLeon’s actions seemed to embody a <gr_Y>will to move forward</gr_Y>\nbeyond mere victory or defeat.","레온은 부러진 깃대를 억지로 일으켜 세웠다.\n<wave_gr_Y>깃발</wave_gr_Y>은 기울어진 채 위태롭게 흔들렸지만,\n깃발을 들던 자의 <gr_Y>의지</gr_Y>는 꺾이지 않았을 것이다.\n깃발은 찢겨 있었지만,\n바람을 타고 다시금 높이 휘날렸다.\n\n레온이 보여준 행동은 승패를 넘어선,\n앞으로 <gr_Y>나아가려는 의지</gr_Y>처럼 보이고 있었다.",レオンは折れた旗竿を無理やり立てた。\n<wave_gr_Y>旗</wave_gr_Y>は傾いたまま危うげに揺れていたが、\nかつてその旗を掲げた者の<gr_Y>意志</gr_Y>は、きっと折れてはいなかったのだろう。\n旗は裂けていたが、\n風に乗って再び高く翻った。\n\nレオンの行動は、勝敗を超えた\n<gr_Y>前へ進もうとする意志</gr_Y>そのもののように見えた。
Event_ResultA2_40001,"Leon forcibly raised the broken flagpole.\nThe <wave_gr_Y>flag</wave_gr_Y> swayed precariously as it leaned to one side,\nand a strange heaviness settled over the hearts of those who stood beside him.\nIt felt as though the shadow of defeat had been forcibly resurrected,\nstirring a deep sense of <gr_P>unease</gr_P> within them.","레온은 부러진 깃대를 억지로 일으켜 세웠다.\n<wave_gr_Y>깃발</wave_gr_Y>은 기울어진 채 위태롭게 흔들렸고\n함께한 이들의 마음에는 묘한 무거움이 스며들었다.\n마치 패배의 그림자를 억지로 되살려 세운듯,\n마음속 깊은곳에서 <gr_P>불안감</gr_P>이 생겨났다.",レオンは折れた旗竿を無理やり立てた。\n<wave_gr_Y>旗</wave_gr_Y>は傾いたまま危うげに揺れ、\n共にいた者たちの心には奇妙な重苦しさが染み渡った。\nまるで敗北の影を無理やりよみがえらせたかのように、\n心の奥底から<gr_P>不安</gr_P>が湧き上がった。
Event_OptionB_40001,Kyla comforts the spirit,카일라가 영혼을 위로한다,カイラが魂を慰める
Event_ResultB1_40001,"Kyla knelt and buried the <gr_Y>flag</gr_Y> in the soil.\nAs she brought her fingertips together in <gr_G>prayer</gr_G>,\na piece of cloth briefly <wave_gr_Y>fluttered</wave_gr_Y> in the wind.\nThe vanguard’s resolve was no longer visible,\nbut the prayer that lingered in that place seemed to comfort the souls of the nameless.","카일라는 무릎을 꿇고 <gr_Y>깃발</gr_Y>을 흙 속에 묻었다.\n손끝을 모아 <gr_G>기도</gr_G>를 하자,\n바람결에 천 조각이 잠시 <wave_gr_Y>흔들렸다</wave_gr_Y>.\n더 이상 선봉장의 의지는 보이지 않지만,\n자리에 머문 기도는 이름 없는 자들의 영혼을 위로하는 듯했다.",カイラはひざまずき、<gr_Y>旗</gr_Y>を土の中に埋めた。\n指先を合わせて<gr_G>祈り</gr_G>を捧げると、\n風に乗って布の切れ端が一瞬<wave_gr_Y>揺れた</wave_gr_Y>。\nもはや先陣を切った者たちの意志は見えないが、\nその場に残された祈りは、名もなき者たちの魂を慰めるかのようだった。
Event_ResultB2_40001,""" """,""" """,""" """
Event_Title_40002,Traces of Warriors,전사의 흔적,戦士の痕跡
Event_Desc_40002,"As they walked along the road,\nthe party noticed <gr_BK>old pieces of armor and weapons</gr_BK>\nscattered among the grass.\nThey were heavily rusted;\nsome were barely recognizable,\nwhile others were covered in deep scratches and cracks.\n\nIt seemed to have once been a battlefield,\nbut no one could tell how the soldiers had fallen,\nor which side had emerged victorious.\n\nAmong the debris,\nsome weapons that had remained relatively intact\nlay half-buried in the earth.\nLeon paused for a moment in front of the <gr_BK>remains</gr_BK>.","일행은 길을 걷다 보니,\n풀숲 사이에 <gr_BK>낡은 갑옷 조각과 무기</gr_BK>들이 흩어져 있는 것이 눈에 들어왔다.\n검은 녹이 잔뜩 올라,\n어떤 것은 이미 형태조차 알아보기 힘들었고,\n또 어떤 것은 깊은 흠집과 금이 가 있었다.\n\n오랜 전쟁터였던 듯 하나,\n이곳의 병사들이 어떻게 쓰러졌는지,\n어느 쪽이 승리하였는지는 알 수 없었다.\n\n잔해 속, 비교적 원형을 유지한 일부 무기들이\n흙더미 속에 반쯤 묻혀 있었다.\n레온은 그 <gr_BK>잔해</gr_BK> 앞에서 잠시 발걸음을 멈추었다. ",一行が道を歩いていると、\n草むらの間に<gr_BK>古びた鎧の破片や武器</gr_BK>が\n散らばっているのが目に入った。\n黒く錆びつき、\nもはや形すら判別できないものもあれば、\n深い傷やひびが入ったものもあった。\n\nかつての戦場だったようだが、\n兵士たちがどのように倒れたのか、\nどちらが勝利したのかはわからなかった。\n\n残骸の中には、\n比較的原型を保ったいくつかの武器が\n土の中に半ば埋もれていた。\nレオンはその<gr_BK>残骸</gr_BK>の前で、しばし足を止めた。
Event_OptionA_40002,Leon takes the weapon in good condition,레온이 상태가 괜찮은 무기를 챙긴다,レオンは状態の良い武器を持ち帰る
Event_ResultA1_40002,"Leon tapped the rusted parts with his fingers,\nthen picked out a piece of <gr_BK>equipment</gr_BK> that still seemed sturdy enough to hold up.\nThe blade was dull,\nbut its basic structure remained solid.\n\n“If it can still be used,\nthen it should be put to use.\nIt’s not ready to be thrown away just yet.”\n\nThe <gr_BK>equipment</gr_BK> in Leon’s hands wasn’t fit for immediate use in battle,\nbut with some repairs,\nit could become a fine weapon once again.","레온은 손가락으로 녹슨 부분을 툭툭 두드려보더니,\n아직 버틸 수 있을 만한 <gr_BK>무구</gr_BK> 하나를 골라냈다.\n날은 무뎌져 있었지만, 기본 골격은 여전히 단단했다.\n\n“쓸 수 있는 건 써야지.\n이만하면 아직 버릴 물건은 아니야.”\n\n레온의 손에 들어온 <gr_BK>무구<gr_BK>는 실전에서 바로 쓰기엔 부족했으나,\n수리만 한다면 훌륭한 무기가 될 수도 있었다.",レオンは指で錆びた部分を軽く叩き、\nまだ十分に使えそうな<gr_BK>武具</gr_BK>を一つ選び出した。\n刃は鈍くなっていたが、\n基本の構造は依然としてしっかりしていた。\n\n「使えるものは使わなきゃな。\nこれならまだ捨てるようなものじゃない。」\n\nレオンの手に収まった<gr_BK>武具</gr_BK>は、\nそのまま実戦で使うには心許なかったが、\n修理すれば立派な武器になるかもしれなかった。
Event_ResultA2_40002,""" """,""" """,""" """
Event_OptionB_40002,Leon pays respects and buries the weapon among the debris,레온이 잔해에 경의를 표하며 묻어준다,レオンは残骸に敬意を 표して埋める
Event_ResultB1_40002,"After staring at the <gr_BK>rusted weapons</gr_BK> for a long while,\nLeon reached out and carefully gathered the pieces of armor and weapons.\nHe dug into the earth,\nthen quietly laid them down and covered them with soil.\n\n“Once, these must have been precious weapons to someone.\nLet’s return them to their rightful place.”\n\nAs Leon pressed down the soil one last time,\nthe wind brushed past, rustling the blades of grass.\nThe weapons were gone,\nbut what remained was <gr_R>the honor of a warrior</gr_R>\nand a heavy silence.\n\nThe party moved on in silence,\nfor reasons they could not quite explain.","레온은 한참 동안 <gr_BK>녹슨 무구</gr_BK>들을 내려다보다,\n손을 뻗어 갑옷 조각과 무기들을 차곡차곡 모았다.\n그는 흙을 파내고, 조용히 그것들을 눕혀 덮었다.\n\n“언젠가, 누군가에게는 소중한 무기였겠지.\n주인에게 돌아가게 해주자.”\n\n레온이 마지막으로 흙을 다지자, 바람이 스쳐 지나가며 풀잎이 흔들렸다.\n무구는 사라졌지만,\n그 자리에 남은 것은 <gr_R>전사로서의 예</gr_R> 와, 무거운 침묵이었다.\n일행은 괜스레 말없이 발걸음을 옮겼다.",レオンはしばらく<gr_BK>錆びた武具</gr_BK>を見下ろし、\n手を伸ばして鎧の破片や武器を一つずつ丁寧に集めた。\nそして土を掘り、静かにそれらを横たえて土をかぶせた。\n\n「いつか、誰かにとっては大切な武器だったんだろうな。\n持ち主のもとへ帰してやろう。」\n\nレオンが最後に土を踏み固めると、\n風が通り過ぎ、草の葉が揺れた。\n武具は土の中へと消えたが、\nその場に残されたのは<gr_R>戦士としての礼節</gr_R>と、\n重い沈黙だった。\n\n一行は、なぜか誰も言葉を交わさぬまま、\n静かに歩みを進めた。
Event_ResultB2_40002,""" """,""" """,""" """
Event_Title_40003,Resolve Before the Fallen Path,무너진 길 앞에서의 의지,崩れた道の前での意志
Event_Desc_40003,"The party was making their way through an <gr_BK>old underground passage</gr_BK>\nleading to their final destination.\nThe corroded metal supports and walls,\nweakened by the immense weight they had borne for years,\nwere cracked in countless places,\nand dust fell with every step.\n\nThen—the ceiling began to shake.\nWith a <weakshake_gr_BK>short tremor</weakshake_gr_BK>,\nlarge chunks of debris began falling one after another from the darkness above.\nThe party immediately dodged out of the way.\nFortunately, no one was hurt,\nbut the center of the passage completely collapsed,\nblocking the <gr_B>only route</gr_B> to the next area.\n\nEveryone was at a loss for what to do.\nThe path was gone,\nand the debris was piled up like a mountain.\n\nThen Leon quietly stepped forward.\nHe looked down at the collapsed floor,\nsteadied his breathing,\nand wrapped both hands around the hilt of his greatsword.\n\nHe said nothing to anyone,\nbut there was no mistaking it from his eyes.\nLeon’s <gr_R>unyielding resolve</gr_R>\nseemed to make even the air around him grow tense.","일행은 마지막 목적지로 향하는 <gr_BK>오래된 지하 통로</gr_BK>를 지나고 있었다.\n부식된 철재와 거대한 하중을 버티지 못한 벽면은 곳곳이 금이 가 있었고,\n한 걸음마다 먼지가 떨어졌다.\n\n그러던 순간— 천장이 흔들렸다.\n<weakshake_gr_BK>짧은 진동</weakshake_gr_BK>과 함께 어둠 속에서 커다란 파편이 연속해 떨어지기 시작했다.\n일행은 즉시 몸을 피했고 아무도 다친 사람은 없었지만,\n길의 중심부가 완전히 붕괴되며\n다음 구역으로 이어지는 <gr_B>유일한 통로<gr_B>가 무너져 내렸다.\n\n모두가 난색을 표했다.\n길은 사라졌고,\n잔해는 산처럼 쌓여 있었다.\n\n그때 레온이 조용히 앞으로 걸어 나왔다.\n그는 무너진 바닥을 바라보며 숨을 고르고,\n두 손으로 긴 검의 손잡이를 감았다.\n\n누구에게도 말하지 않았지만, 눈빛만으로도 알 수 있었다.\n레온의 <gr_R>강한 의지</gr_R>는 주변의 공기마저 굳게 만드는 듯했다.",一行は最終目的地へと続く<gr_BK>古い地下通路</gr_BK>を進んでいた。\n腐食した鉄骨や、長年の重みに耐えきれなくなった壁面には\nあちこちに亀裂が走り、\n一歩進むたびに砂埃が落ちてきた。\n\nそのとき――天井が揺れた。\n<weakshake_gr_BK>短い振動</weakshake_gr_BK>とともに、\n闇の中から大きな瓦礫が次々と降り注ぎ始めた。\n一行はすぐさま身をかわし、幸い誰も怪我はなかったが、\n通路の中央部が完全に崩落し、\n次の区画へ続く<gr_B>唯一の通路</gr_B>が塞がれてしまった。\n\n誰もが途方に暮れた。\n道は消え、\n瓦礫は山のように積み上がっている。\n\nそのとき、レオンが静かに前へ歩み出た。\n崩れ落ちた床を見つめながら呼吸を整え、\n両手で大剣の柄を固く握りしめた。\n\n誰にも何も言わなかった。\nそれでも、その眼差しを見れば分かった。\nレオンの<gr_R>強い意志</gr_R>は、\n周囲の空気さえも張り詰めさせるかのようだった。
Event_OptionA_40003,Leon clears the path first,레온이 먼저 길을 정비한다,レオンが先に道を整える
Event_ResultA1_40003,"Leon took the risk and climbed onto the debris.\nUsing the strength in his core, he began clearing the large stones one by one,\ncarving out a path all by himself.\n\nStone dust rained constantly over his hair and armor.\nHis <weakshake_gr_R>arms trembled</weakshake_gr_R>,\nand his <weakshake_gr_BK>breathing grew ragged</weakshake_gr_BK>,\nbut he never stopped.\n\nHis <gr_R>unyielding resolve</gr_R> had always given the party courage.\nEven when no one was watching,\nhe carried out his duty to the very end.\n\nAnd finally,\nhe succeeded in creating a narrow passage for the party to move through.","레온은 위험을 감수하고 잔해 위로 올라섰다.\n허리의 힘을 실어 큰 돌을 치워가며,\n혼자서 길을 만들어 나가기 시작했다.\n\n돌가루가 머리와 갑옷 위로 끊임없이 떨어졌다.\n<weakshake_gr_R>팔이 떨리고</weakshake_gr_R> <weakshake_gr_BK>호흡은 거칠어졌지만</weakshake_gr_BK>, 한 번도 멈추지 않았다.\n\n그의 <gr_R>강한 의지</gr_R>는 일행에게 항상 용기를 주었다.\n누가 보지 않아도 그는 끝까지 자기 몫을 다한다.\n그리고 결국,\n일행이 지나갈 수 있는 작은 길목을 만드는 데 성공하였다.",レオンは危険を承知で瓦礫の山に登った。\n腰に力を込め、大きな岩を一つずつどかしながら、\nたった一人で道を切り開き始めた。\n\n粉じんが髪や鎧の上に絶え間なく降り注いだ。\n<weakshake_gr_R>腕は震え</weakshake_gr_R>、\n<weakshake_gr_BK>呼吸は荒くなっても</weakshake_gr_BK>、\n彼は一度も立ち止まらなかった。\n\n彼の<gr_R>揺るがぬ意志</gr_R>は、いつだって仲間に勇気を与えてきた。\n誰が見ていなくても、\n彼は最後まで自分の役目を果たす。\n\nそしてついに、\n一行が通り抜けられる細い道を作り上げることに成功した。
Event_ResultA2_40003,""" """,""" """,""" """
Event_OptionB_40003,Leon encourages everyone as they clear the path together.,레온이 모두를 격려하며 함께 길을 연다,レオンが皆を励まし、一緒に道を切り開く
Event_ResultB1_40003,"Leon looked over the debris, then slowly turned around,\nmeeting the tired faces of his companions one by one.\nAnd he spoke briefly.\n\n<gr_O>""Together… we can overcome this.""</gr_O>\n\nThat single sentence carried an unusual strength.\nThe anxious air settled,\nand <gr_O>life</gr_O> began to return to everyone’s expressions.\n\nLeon pointed out the weak spots in the collapsed structure,\nand called out the exact moments when they needed to join forces,\nleading everyone as they worked to reopen the <gr_SB>passage</gr_SB>.\n\nWhen the final piece of rubble was pushed aside,\na safe path finally came into view.","레온은 잔해를 바라보다가 천천히 뒤를 돌아,\n오랜 모험길에 지친 동료들의 얼굴을 하나씩 보았다.\n그리고 짧게 말했다.\n\n<gr_O>""함께면... 이겨낼 수 있어.""</gr_O>\n\n그 한 마디는 이상할 정도로 힘이 있었다.\n불안하던 공기가 가라앉고,\n서로의 표정에 <gr_O>생기</gr_O>가 돌아오기 시작했다.\n\n레온은 무너진 구조물의 약한 지점을 짚어주고,\n힘을 나눠야 하는 순간을 정확히 지시하며\n모두를 이끌어 <gr_SB>통로</gr_SB>를 다시 열었다.\n\n잔해 끝에서 마지막 돌덩이가 밀려나가자,\n안전한 길이 모습을 드러냈다.",レオンは瓦礫を見つめた後、ゆっくりと振り返り、\n長い冒険で疲れた仲間たちの顔を一人ずつ見渡した。\nそして短く言った。\n\n<gr_O>「一緒なら…乗り越えられる。」</gr_O>\n\nその一言には、不思議なほどの力があった。\n不安に満ちていた空気が静まり、\n仲間たちの表情に再び<gr_O>生気</gr_O>が戻り始めた。\n\nレオンは崩れた構造物の脆い箇所を指摘し、\n力を合わせるべきタイミングを正確に指示しながら、\n皆を導いて<gr_SB>通路</gr_SB>を再び開いていった。\n\nそして瓦礫の端で最後の岩が押しのけられると、\n安全な道がようやく姿を現した。
Event_ResultB2_40003,""" """,""" """,""" """
